"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","SalaryHikePerYear","AverageYearsCompany","AgeToJubilation","DifferentManagers"
31,"No","Non-Travel",1188,"Sales","5","College","Marketing","Very High","Female",45,"High","Junior","Sales Executive","High","Married",6932,24406,2,"No",13,"Excellent","Very High","Few",9,2,"Good",9,8,0,0,1.44444444444444,4.5,35,"Yes"
36,"No","Travel_Rarely",188,"Research & Development","3","Master","Other","Medium","Male",65,"High","Intern","Research Sci.","Very High","Single",4678,23293,3,"No",18,"Excellent","High","No",8,6,"Better",6,2,0,1,3,2.66666666666667,30,"Yes"
38,"No","Travel_Rarely",1333,"Research & Development","1","Bachelor","Technical Degree","Very High","Female",80,"High","Senior","Directors","Low","Married",13582,16292,2,"No",13,"Excellent","Medium","Few",15,3,"Better",15,12,5,11,0.866666666666667,7.5,28,"Yes"
32,"No","Non-Travel",1184,"Research & Development","1","Bachelor","Life Sciences","High","Female",70,"Medium","Intern","Lab. Tech.","Medium","Married",2332,3974,7,"No",20,"Outstanding","High","No",5,3,"Better",3,0,0,2,6.66666666666667,0.714285714285714,34,"Yes"
25,"Yes","Travel_Rarely",867,"Sales","5","College","Marketing","High","Male",36,"Medium","Intern","Representatives","Medium","Married",2413,18798,2,"Yes",18,"Excellent","High","High",1,2,"Better",1,0,0,0,18,0.5,41,"Yes"
40,"No","Travel_Rarely",658,"Sales","3","Master","Marketing","Low","Male",67,"Medium","Senior","Sales Executive","Medium","Divorced",9705,20652,3,"No",12,"Excellent","Medium","Few",11,2,"Good",1,0,0,0,12,3.66666666666667,26,"Yes"
26,"No","Travel_Frequently",1283,"Sales","1","Bachelor","Medical","High","Male",52,"Medium","Junior","Sales Executive","Low","Single",4294,11148,2,"No",12,"Excellent","Medium","No",7,2,"Better",7,7,0,7,1.71428571428571,3.5,40,"No"
41,"No","Travel_Rarely",263,"Research & Development","2","Bachelor","Medical","Very High","Male",59,"High","Intern","Lab. Tech.","Low","Single",4721,3119,3,"Yes",13,"Excellent","High","No",20,3,"Better",18,13,2,17,0.722222222222222,6.66666666666667,25,"Yes"
36,"No","Travel_Rarely",938,"Research & Development","1","Master","Medical","High","Male",79,"High","Intern","Lab. Tech.","High","Single",2519,12287,5,"No",21,"Outstanding","High","No",16,6,"Better",11,8,3,9,1.90909090909091,3.2,30,"Yes"
19,"Yes","Travel_Rarely",419,"Sales","5","Bachelor","Other","Very High","Male",37,"Medium","Intern","Representatives","Medium","Single",2121,9947,2,"Yes",13,"Excellent","Medium","No",1,3,"Best",1,0,0,0,13,0.5,47,"Yes"
20,"Yes","Travel_Rarely",129,"Research & Development","2","Bachelor","Technical Degree","Low","Male",84,"High","Intern","Lab. Tech.","Low","Single",2973,13008,2,"No",19,"Excellent","Medium","No",1,2,"Better",1,0,0,0,19,0.5,46,"Yes"
31,"No","Travel_Rarely",616,"Research & Development","4","Bachelor","Medical","Very High","Female",41,"High","Junior","Representatives","Very High","Married",5855,17369,1,"Yes",11,"Excellent","High","Medium",10,2,"Bad",9,7,8,5,1.22222222222222,10,35,"Yes"
40,"No","Travel_Frequently",1469,"Research & Development","3","Master","Medical","Very High","Male",35,"High","Intern","Research Sci.","Medium","Divorced",3617,25063,9,"Yes",14,"Excellent","Very High","Few",3,2,"Better",1,1,0,0,14,0.333333333333333,26,"Yes"
32,"No","Travel_Rarely",498,"Research & Development","2","Master","Medical","High","Female",93,"High","Junior","Directors","Low","Married",6725,13554,2,"No",12,"Excellent","High","Few",8,2,"Best",8,7,6,3,1.5,4,34,"Yes"
36,"Yes","Travel_Rarely",530,"Sales","2","Below College","Life Sciences","High","Male",51,"Medium","Senior","Sales Executive","Very High","Married",10325,5518,2,"Yes",11,"Excellent","Low","Few",16,6,"Better",16,7,3,7,0.6875,8,30,"Yes"
33,"No","Travel_Rarely",1069,"Research & Development","1","Bachelor","Life Sciences","Medium","Female",42,"Medium","Junior","Representatives","Very High","Single",6949,12291,1,"No",14,"Excellent","Low","No",6,3,"Better",5,0,1,4,2.8,6,33,"Yes"
37,"Yes","Travel_Rarely",625,"Sales","1","Master","Life Sciences","Low","Male",46,"Medium","Senior","Sales Executive","High","Married",10609,14922,6,"No",11,"Excellent","High","No",17,2,"Bad",14,1,11,7,0.785714285714286,2.83333333333333,29,"Yes"
45,"No","Non-Travel",805,"Research & Development","2","College","Life Sciences","High","Male",57,"High","Junior","Lab. Tech.","Medium","Married",4447,23163,2,"No",12,"Excellent","Medium","No",9,5,"Good",9,7,0,8,1.33333333333333,4.5,21,"Yes"
29,"No","Travel_Frequently",1404,"Sales","5","Bachelor","Technical Degree","High","Female",84,"High","Intern","Representatives","Very High","Married",2157,18203,2,"No",15,"Excellent","Medium","Few",3,5,"Better",3,1,0,2,5,1.5,37,"Yes"
35,"No","Travel_Rarely",1219,"Sales","5","Bachelor","Medical","High","Female",86,"High","Junior","Sales Executive","High","Married",4601,6179,2,"No",16,"Excellent","Medium","No",5,3,"Better",5,2,1,0,3.2,2.5,31,"Yes"
52,"No","Travel_Rarely",1053,"Research & Development","1","College","Life Sciences","Very High","Male",70,"High","Manager","Manager","Very High","Married",17099,13829,3,"No",15,"Excellent","Medium","Few",26,2,"Good",9,8,7,8,1.66666666666667,8.66666666666667,14,"Yes"
58,"Yes","Travel_Rarely",289,"Research & Development","1","Bachelor","Technical Degree","Very High","Male",51,"High","Intern","Research Sci.","High","Single",2479,26227,5,"No",24,"Outstanding","Low","No",7,4,"Better",1,0,0,0,24,1.4,8,"Yes"
53,"No","Travel_Rarely",1376,"Sales","1","College","Medical","High","Male",45,"High","Manager","Manager","High","Divorced",14852,13938,7,"No",13,"Excellent","High","Few",22,3,"Best",17,13,15,2,0.764705882352941,3.14285714285714,13,"Yes"
30,"No","Travel_Rarely",231,"Sales","3","College","Other","High","Male",62,"High","Senior","Sales Executive","High","Divorced",7264,9977,6,"No",11,"Excellent","Low","Few",10,2,"Best",8,4,7,7,1.375,1.66666666666667,36,"Yes"
38,"No","Non-Travel",152,"Sales","3","Bachelor","Technical Degree","High","Female",85,"High","Junior","Sales Executive","Very High","Single",5666,19899,2,"Yes",13,"Excellent","Medium","No",6,1,"Better",5,3,1,3,2.6,3,28,"Yes"
35,"No","Travel_Rarely",882,"Sales","2","Master","Life Sciences","Very High","Male",92,"High","Senior","Sales Executive","Very High","Divorced",7823,6812,7,"No",13,"Excellent","Medium","Few",12,2,"Better",10,9,0,8,1.3,1.71428571428571,31,"Yes"
39,"No","Travel_Rarely",903,"Sales","1","Doctor","Life Sciences","Low","Male",41,"Very High","Senior","Sales Executive","High","Single",7880,2560,1,"No",18,"Excellent","Very High","No",9,3,"Better",8,7,0,7,2.25,9,27,"Yes"
40,"Yes","Non-Travel",1479,"Sales","6","Bachelor","Life Sciences","Medium","Female",100,"Very High","Manager","Sales Executive","Medium","Single",13194,17071,5,"Yes",16,"Excellent","Very High","No",22,2,"Good",1,0,0,0,16,4.4,26,"Yes"
47,"No","Travel_Frequently",1379,"Research & Development","5","Master","Medical","High","Male",64,"Very High","Junior","Directors","High","Divorced",5067,6759,2,"Yes",19,"Excellent","High","No",20,3,"Best",19,10,2,7,1,10,19,"Yes"
36,"No","Non-Travel",1229,"Sales","3","Master","Technical Degree","Low","Male",84,"High","Junior","Sales Executive","Very High","Divorced",5079,25952,5,"No",13,"Excellent","Very High","Medium",12,3,"Better",7,7,0,7,1.85714285714286,2.4,30,"No"
31,"Yes","Non-Travel",335,"Research & Development","3","College","Medical","High","Male",46,"Medium","Intern","Research Sci.","Low","Single",2321,10322,1,"Yes",22,"Outstanding","Low","No",4,0,"Better",3,2,1,2,7.33333333333333,4,35,"Yes"
33,"No","Non-Travel",722,"Sales","5","Bachelor","Life Sciences","Very High","Male",38,"High","Manager","Manager","High","Single",17444,20489,2,"No",11,"Excellent","Very High","No",10,2,"Better",10,8,6,0,1.1,5,33,"Yes"
29,"Yes","Travel_Rarely",906,"Research & Development","3","Bachelor","Life Sciences","Very High","Female",92,"Medium","Intern","Research Sci.","Low","Single",2404,11479,7,"Yes",20,"Outstanding","High","No",3,5,"Better",0,0,0,0,40,0.428571428571429,37,"No"
33,"No","Travel_Rarely",461,"Research & Development","4","Below College","Life Sciences","Medium","Female",53,"High","Intern","Research Sci.","Very High","Single",3452,17241,4,"No",18,"Excellent","Low","No",5,4,"Better",3,2,0,2,6,1.25,33,"Yes"
45,"No","Travel_Rarely",974,"Research & Development","1","Master","Medical","Very High","Female",91,"High","Intern","Lab. Tech.","Very High","Divorced",2270,11005,4,"No",14,"Excellent","Very High","Medium",8,2,"Better",5,3,0,2,2.8,2,21,"Yes"
50,"No","Travel_Rarely",1126,"Research & Development","1","College","Medical","Very High","Male",66,"High","Manager","Directors","Very High","Divorced",17399,6615,10,"No",22,"Outstanding","High","Few",32,1,"Good",5,4,1,3,4.4,3.2,16,"Yes"
33,"No","Travel_Frequently",827,"Research & Development","1","Master","Other","High","Female",84,"Very High","Junior","Representatives","Medium","Married",5488,20161,2,"Yes",13,"Excellent","Low","Few",6,2,"Better",6,5,1,2,2.16666666666667,3,33,"Yes"
41,"No","Travel_Frequently",840,"Research & Development","3","Bachelor","Medical","Low","Male",64,"High","Director","Directors","High","Divorced",19419,3735,3,"No",17,"Excellent","Medium","Few",21,2,"Best",18,16,0,11,0.944444444444444,7,25,"Yes"
27,"No","Travel_Rarely",1134,"Research & Development","5","Master","Technical Degree","High","Female",37,"High","Intern","Lab. Tech.","Medium","Married",2811,12086,10,"No",14,"Excellent","Medium","Few",4,2,"Better",2,2,2,2,7,0.4,39,"No"
45,"No","Non-Travel",248,"Research & Development","6","College","Life Sciences","Very High","Male",42,"High","Junior","Lab. Tech.","Low","Married",3633,14039,2,"Yes",15,"Excellent","High","Few",9,2,"Better",9,8,0,8,1.66666666666667,4.5,21,"Yes"
47,"No","Travel_Rarely",955,"Sales","2","College","Life Sciences","Very High","Female",83,"High","Junior","Sales Executive","Very High","Single",4163,8571,2,"Yes",17,"Excellent","High","No",9,0,"Better",9,0,0,7,1.88888888888889,4.5,19,"Yes"
30,"Yes","Travel_Rarely",138,"Research & Development","5","Bachelor","Life Sciences","Low","Female",48,"High","Intern","Research Sci.","High","Married",2132,11539,5,"Yes",11,"Excellent","Medium","No",7,2,"Better",5,2,0,1,2.2,1.4,36,"Yes"
50,"No","Travel_Rarely",939,"Research & Development","6","Bachelor","Life Sciences","Very High","Male",95,"High","Manager","Directors","High","Married",13973,4161,4,"Yes",18,"Excellent","Very High","Few",22,2,"Better",12,11,1,5,1.5,5.5,16,"Yes"
38,"No","Travel_Frequently",1391,"Research & Development","3","Below College","Medical","High","Male",66,"High","Intern","Research Sci.","High","Married",2684,12127,1,"No",17,"Excellent","Medium","Few",3,0,"Good",2,1,0,2,8.5,3,28,"No"
46,"No","Travel_Rarely",566,"Research & Development","3","College","Medical","Very High","Male",75,"High","Senior","Directors","High","Divorced",10845,24208,7,"No",13,"Excellent","Medium","Few",13,3,"Better",8,7,0,7,1.625,1.85714285714286,20,"Yes"
24,"No","Travel_Rarely",1206,"Research & Development","5","Below College","Medical","Very High","Female",41,"Medium","Junior","Directors","High","Divorced",4377,24117,2,"No",15,"Excellent","Medium","Medium",5,6,"Better",4,2,3,2,3.75,2.5,42,"Yes"
35,"Yes","Travel_Rarely",622,"Research & Development","4","Master","Other","High","Male",39,"Medium","Intern","Lab. Tech.","Medium","Divorced",3743,10074,2,"Yes",24,"Outstanding","Very High","Few",5,2,"Bad",4,2,0,2,6,2.5,31,"Yes"
31,"No","Travel_Frequently",853,"Research & Development","1","Below College","Life Sciences","High","Female",96,"High","Junior","Directors","Low","Married",4148,11275,2,"No",12,"Excellent","High","Few",4,1,"Better",4,3,0,3,3,2,35,"Yes"
18,"No","Non-Travel",287,"Research & Development","2","College","Life Sciences","Medium","Male",73,"High","Intern","Research Sci.","Very High","Single",1051,13493,2,"No",15,"Excellent","Very High","No",0,2,"Better",0,0,0,0,30,0.25,48,"No"
54,"No","Travel_Rarely",1441,"Research & Development","5","Bachelor","Technical Degree","High","Female",56,"High","Senior","Directors","High","Married",10739,13943,9,"No",11,"Excellent","High","Few",22,2,"Better",10,7,0,8,1.1,2.44444444444444,12,"Yes"
35,"No","Travel_Rarely",583,"Research & Development","6","Master","Medical","High","Female",57,"High","Senior","Representatives","High","Divorced",10388,6975,2,"Yes",11,"Excellent","High","Few",16,3,"Good",16,10,10,1,0.6875,8,31,"Yes"
30,"No","Travel_Rarely",153,"Research & Development","3","College","Life Sciences","Medium","Female",73,"Very High","Senior","Directors","Low","Married",11416,17802,1,"Yes",12,"Excellent","High","High",9,4,"Good",8,7,1,7,1.5,9,36,"Yes"
20,"Yes","Travel_Rarely",1097,"Research & Development","4","Bachelor","Medical","Very High","Female",98,"Medium","Intern","Research Sci.","Low","Single",2600,18275,2,"Yes",15,"Excellent","Low","No",1,2,"Better",1,0,0,0,15,0.5,46,"Yes"
30,"Yes","Travel_Frequently",109,"Research & Development","2","Bachelor","Medical","Medium","Female",60,"High","Intern","Lab. Tech.","Medium","Single",2422,25725,1,"No",17,"Excellent","Low","No",4,3,"Better",3,2,1,2,5.66666666666667,4,36,"Yes"
26,"No","Travel_Rarely",1066,"Research & Development","1","College","Medical","Very High","Male",32,"Very High","Junior","Directors","Very High","Married",5472,3334,2,"No",12,"Excellent","Medium","No",8,2,"Better",8,7,1,3,1.5,4,40,"Yes"
22,"No","Travel_Rarely",217,"Research & Development","3","Below College","Life Sciences","Medium","Male",94,"Low","Intern","Lab. Tech.","Low","Married",2451,6881,2,"No",15,"Excellent","Low","Few",4,3,"Good",4,3,1,1,3.75,2,44,"Yes"
48,"No","Travel_Rarely",277,"Research & Development","2","Bachelor","Life Sciences","Low","Male",97,"Medium","Junior","Representatives","High","Single",4240,13119,3,"No",13,"Excellent","Very High","No",19,0,"Better",2,2,2,2,6.5,6.33333333333333,18,"No"
48,"No","Travel_Rarely",1355,"Research & Development","2","Master","Life Sciences","High","Male",78,"Medium","Senior","Representatives","High","Single",10999,22245,8,"No",14,"Excellent","Medium","No",27,3,"Better",15,11,4,8,0.933333333333333,3.375,18,"Yes"
41,"No","Travel_Rarely",549,"Research & Development","3","College","Medical","Very High","Female",42,"High","Junior","Directors","High","Single",5003,23371,7,"No",14,"Excellent","Medium","No",8,6,"Better",2,2,2,1,7,1.14285714285714,25,"Yes"
39,"No","Travel_Rarely",466,"Research & Development","1","Below College","Life Sciences","Very High","Female",65,"Medium","Manager","Directors","Very High","Married",12742,7060,2,"No",16,"Excellent","High","Few",21,3,"Better",21,6,11,8,0.761904761904762,10.5,27,"Yes"
27,"No","Travel_Rarely",1055,"Research & Development","1","Master","Life Sciences","Low","Female",47,"High","Junior","Directors","Very High","Married",4227,4658,1,"No",18,"Excellent","Medium","Few",4,2,"Better",3,2,2,2,6,4,39,"Yes"
35,"No","Travel_Rarely",802,"Research & Development","3","Bachelor","Other","Medium","Male",45,"High","Intern","Lab. Tech.","Very High","Divorced",3917,9541,2,"No",20,"Outstanding","Low","Few",3,4,"Good",3,2,1,2,6.66666666666667,1.5,31,"Yes"
42,"No","Travel_Rarely",265,"Sales","2","College","Marketing","Very High","Male",90,"High","Director","Manager","High","Married",18303,7770,7,"No",13,"Excellent","Medium","No",21,3,"Best",1,0,0,0,13,3,24,"Yes"
50,"No","Travel_Rarely",804,"Research & Development","3","Bachelor","Life Sciences","Low","Male",64,"High","Intern","Lab. Tech.","Very High","Married",2380,20165,5,"No",18,"Excellent","Medium","No",8,5,"Better",1,0,0,0,18,1.6,16,"Yes"
59,"No","Travel_Rarely",715,"Research & Development","1","Bachelor","Life Sciences","High","Female",69,"Medium","Manager","Directors","Very High","Single",13726,21829,4,"Yes",13,"Excellent","Low","No",30,4,"Better",5,3,4,3,2.6,7.5,7,"Yes"
37,"Yes","Travel_Rarely",1141,"Research & Development","4","College","Medical","Low","Female",61,"Low","Junior","Representatives","Medium","Married",4777,14382,6,"No",15,"Excellent","Low","No",15,2,"Bad",1,0,0,0,15,2.5,29,"Yes"
55,"No","Travel_Frequently",135,"Research & Development","5","Master","Medical","High","Male",62,"High","Junior","Representatives","Medium","Married",6385,12992,4,"Yes",14,"Excellent","Very High","Medium",17,3,"Better",8,7,6,7,1.75,4.25,11,"Yes"
41,"No","Non-Travel",247,"Research & Development","3","Below College","Life Sciences","Medium","Female",55,"Low","Director","Directors","High","Divorced",19973,20284,2,"No",22,"Outstanding","Medium","Medium",21,3,"Better",21,16,5,10,1.04761904761905,10.5,25,"Yes"
38,"No","Travel_Rarely",1035,"Sales","2","Master","Life Sciences","Medium","Male",42,"High","Junior","Sales Executive","Very High","Single",6861,4981,9,"Yes",12,"Excellent","High","No",19,1,"Better",1,0,0,0,12,2.11111111111111,28,"Yes"
26,"Yes","Non-Travel",265,"Sales","7","College","Medical","Medium","Male",79,"Low","Junior","Sales Executive","Low","Single",4969,21813,9,"No",18,"Excellent","Very High","No",7,6,"Better",2,2,2,2,9,0.777777777777778,40,"No"
52,"Yes","Travel_Rarely",266,"Sales","1","Below College","Marketing","Low","Female",57,"Low","Director","Manager","Very High","Married",19845,25846,2,"No",15,"Excellent","Very High","Few",33,3,"Better",32,14,6,9,0.46875,16.5,14,"Yes"
44,"No","Travel_Rarely",1448,"Sales","7","Bachelor","Medical","Very High","Female",53,"Very High","Manager","Sales Executive","Very High","Married",13320,11737,4,"Yes",18,"Excellent","High","Few",23,2,"Better",12,11,11,11,1.5,5.75,22,"Yes"
50,"No","Non-Travel",145,"Sales","1","Bachelor","Life Sciences","Very High","Female",95,"High","Junior","Sales Executive","High","Married",6347,24920,1,"No",12,"Excellent","Low","Few",19,3,"Better",18,7,0,13,0.666666666666667,19,16,"Yes"
36,"Yes","Travel_Rarely",885,"Research & Development","5","Master","Life Sciences","High","Female",43,"Very High","Intern","Lab. Tech.","Low","Single",2743,8269,2,"No",16,"Excellent","High","No",18,1,"Better",17,13,15,14,0.941176470588235,9,30,"Yes"
39,"No","Travel_Frequently",945,"Research & Development","5","Bachelor","Medical","Very High","Female",82,"High","Senior","Directors","Low","Single",10880,5083,2,"Yes",13,"Excellent","High","No",21,2,"Better",21,6,2,8,0.619047619047619,10.5,27,"Yes"
33,"No","Non-Travel",1038,"Sales","3","Below College","Life Sciences","Medium","Female",88,"Medium","Intern","Representatives","Very High","Single",2342,21437,1,"No",19,"Excellent","Very High","No",3,2,"Good",2,2,2,2,9.5,3,33,"No"
45,"No","Travel_Rarely",1234,"Sales","4","College","Life Sciences","Very High","Female",90,"High","Manager","Manager","Very High","Married",17650,5404,4,"No",13,"Excellent","Medium","Few",26,4,"Best",9,3,1,1,1.44444444444444,6.5,21,"Yes"
32,"No","Non-Travel",1109,"Research & Development","7","Master","Medical","Very High","Female",69,"High","Intern","Lab. Tech.","High","Single",4025,11135,10,"No",12,"Excellent","Medium","No",10,2,"Better",8,7,7,7,1.5,1,34,"Yes"
34,"No","Travel_Rarely",216,"Sales","1","Master","Marketing","Medium","Male",75,"Very High","Junior","Sales Executive","Very High","Divorced",9725,12278,1,"No",11,"Excellent","Very High","Few",16,2,"Good",15,1,0,9,0.733333333333333,16,32,"Yes"
59,"No","Travel_Rarely",1089,"Sales","1","College","Technical Degree","Medium","Male",66,"High","Senior","Manager","Very High","Married",11904,11038,4,"Yes",14,"Excellent","High","Few",14,1,"Bad",6,4,0,4,2.33333333333333,3.5,7,"Yes"
45,"No","Travel_Rarely",788,"Human Resources","6","Master","Medical","Medium","Male",36,"High","Intern","H.R.","Medium","Single",2177,8318,2,"No",16,"Excellent","Low","No",6,3,"Better",6,3,0,4,2.66666666666667,3,21,"Yes"
53,"No","Travel_Frequently",124,"Sales","1","Bachelor","Marketing","High","Female",38,"Medium","Senior","Sales Executive","Medium","Married",7525,23537,3,"No",12,"Excellent","Low","Few",30,2,"Better",15,7,6,12,0.8,10,13,"Yes"
36,"Yes","Travel_Rarely",660,"Research & Development","4","Bachelor","Other","Low","Male",81,"High","Junior","Lab. Tech.","High","Divorced",4834,7858,8,"No",14,"Excellent","Medium","Few",9,3,"Good",1,0,0,0,14,1.125,30,"Yes"
26,"Yes","Travel_Frequently",342,"Research & Development","1","Bachelor","Life Sciences","Low","Male",57,"High","Intern","Research Sci.","Low","Married",2042,15346,7,"Yes",14,"Excellent","Medium","Few",6,2,"Better",3,2,1,2,4.66666666666667,0.857142857142857,40,"Yes"
34,"No","Travel_Rarely",1333,"Sales","3","Master","Life Sciences","High","Female",87,"High","Intern","Representatives","High","Married",2220,18410,2,"Yes",19,"Excellent","Very High","Few",1,2,"Better",1,1,0,0,19,0.5,32,"Yes"
28,"No","Travel_Rarely",1144,"Sales","3","Below College","Medical","Very High","Male",74,"High","Intern","Representatives","Medium","Married",1052,23384,2,"No",22,"Outstanding","Medium","No",1,5,"Better",1,0,0,0,22,0.5,38,"Yes"
38,"No","Travel_Frequently",1186,"Research & Development","2","Master","Other","High","Male",44,"High","Intern","Research Sci.","High","Married",2821,2997,4,"No",16,"Excellent","Low","Few",8,2,"Better",2,2,2,2,8,2,28,"No"
50,"No","Travel_Rarely",1464,"Research & Development","1","Master","Medical","Medium","Male",62,"High","Director","Directors","High","Married",19237,12853,3,"Yes",11,"Excellent","Very High","Few",29,2,"Good",8,1,7,7,1.375,9.66666666666667,16,"Yes"
37,"No","Travel_Rarely",124,"Research & Development","2","Bachelor","Other","Very High","Female",35,"High","Junior","Representatives","Medium","Single",4107,13848,4,"No",15,"Excellent","Low","No",8,3,"Good",4,3,0,1,3.75,2,29,"Yes"
40,"No","Travel_Rarely",300,"Sales","6","Bachelor","Marketing","High","Male",74,"High","Junior","Sales Executive","Low","Married",8396,22217,2,"No",14,"Excellent","Medium","Few",8,3,"Good",7,7,7,5,2,4,26,"Yes"
26,"No","Travel_Frequently",921,"Research & Development","1","Below College","Medical","Low","Female",66,"Medium","Intern","Research Sci.","High","Divorced",2007,25265,2,"No",13,"Excellent","High","Medium",5,5,"Better",5,3,1,3,2.6,2.5,40,"Yes"
46,"No","Travel_Rarely",430,"Research & Development","1","Master","Medical","Very High","Male",40,"High","Director","Directors","Very High","Divorced",19627,21445,10,"No",17,"Excellent","Very High","Medium",23,0,"Better",2,2,2,2,8.5,2.3,20,"No"
54,"No","Travel_Rarely",1082,"Sales","1","Master","Life Sciences","High","Female",41,"Medium","Senior","Sales Executive","High","Married",10686,8392,7,"No",11,"Excellent","Medium","Few",13,4,"Better",9,4,7,0,1.22222222222222,1.85714285714286,12,"Yes"
56,"No","Travel_Frequently",1240,"Research & Development","3","Bachelor","Medical","Low","Female",63,"High","Intern","Research Sci.","High","Married",2942,12154,3,"No",19,"Excellent","Medium","Few",18,4,"Better",5,4,0,3,3.8,6,10,"Yes"
36,"No","Travel_Rarely",796,"Research & Development","4","Doctor","Medical","Very High","Female",51,"Medium","Senior","Directors","Very High","Single",8858,15669,1,"No",11,"Excellent","Medium","No",15,2,"Good",14,8,7,8,0.785714285714286,15,30,"Yes"
55,"No","Non-Travel",444,"Research & Development","1","Below College","Medical","High","Male",40,"Medium","Manager","Manager","Low","Single",16756,17323,8,"No",15,"Excellent","Medium","No",31,3,"Best",9,7,6,2,1.66666666666667,3.875,11,"Yes"
43,"No","Travel_Rarely",415,"Sales","6","Bachelor","Medical","High","Male",79,"Medium","Senior","Sales Executive","Very High","Divorced",10798,5268,6,"No",13,"Excellent","High","Few",18,5,"Better",1,0,0,0,13,3,23,"Yes"
20,"Yes","Travel_Frequently",769,"Sales","3","Bachelor","Marketing","Very High","Female",54,"High","Intern","Representatives","Very High","Single",2323,17205,2,"Yes",14,"Excellent","Medium","No",2,3,"Better",2,2,0,2,7,1,46,"No"
21,"Yes","Travel_Rarely",1334,"Research & Development","3","Bachelor","Life Sciences","High","Female",36,"Medium","Intern","Lab. Tech.","Low","Single",1416,17258,2,"No",13,"Excellent","Low","No",1,6,"Good",1,0,1,0,13,0.5,45,"Yes"
46,"No","Travel_Rarely",1003,"Research & Development","3","Master","Life Sciences","Very High","Female",74,"Medium","Junior","Research Sci.","Low","Divorced",4615,21029,9,"Yes",23,"Outstanding","Low","High",19,2,"Better",16,13,1,7,1.4375,2.11111111111111,20,"Yes"
51,"Yes","Travel_Rarely",1323,"Research & Development","2","Master","Life Sciences","Low","Male",34,"High","Intern","Research Sci.","High","Married",2461,10332,10,"Yes",12,"Excellent","High","High",18,2,"Best",10,0,2,7,1.2,1.8,15,"Yes"
28,"Yes","Non-Travel",1366,"Research & Development","6","College","Technical Degree","Medium","Male",72,"Medium","Senior","Representatives","Low","Single",8722,12355,2,"No",12,"Excellent","Low","No",10,2,"Good",10,7,1,9,1.2,5,38,"Yes"
26,"No","Travel_Rarely",192,"Research & Development","1","College","Medical","Low","Male",59,"Medium","Intern","Lab. Tech.","Low","Married",3955,11141,2,"No",16,"Excellent","Low","Medium",6,2,"Better",5,3,1,3,3.2,3,40,"Yes"
30,"No","Travel_Rarely",1176,"Research & Development","5","Bachelor","Other","High","Male",85,"High","Junior","Directors","Low","Married",9957,9096,1,"No",15,"Excellent","High","Few",7,1,"Good",6,2,0,2,2.5,7,36,"Yes"
41,"No","Travel_Rarely",509,"Research & Development","3","College","Technical Degree","Medium","Female",43,"Very High","Intern","Research Sci.","High","Married",3376,18863,2,"No",13,"Excellent","High","No",10,3,"Better",10,6,0,8,1.3,5,25,"Yes"
38,"No","Travel_Rarely",330,"Research & Development","5","Below College","Life Sciences","High","Female",65,"Medium","Senior","Representatives","High","Married",8823,24608,1,"No",18,"Excellent","Low","Few",20,4,"Good",19,9,1,9,0.947368421052632,20,28,"Yes"
40,"No","Travel_Rarely",1492,"Research & Development","5","Master","Technical Degree","Low","Male",61,"High","Senior","Representatives","Very High","Married",10322,26542,5,"No",20,"Outstanding","Very High","Few",14,6,"Better",11,10,11,1,1.81818181818182,2.8,26,"Yes"
27,"No","Non-Travel",1277,"Research & Development","3","Doctor","Life Sciences","Low","Male",87,"Low","Intern","Lab. Tech.","High","Married",4621,5869,2,"No",19,"Excellent","Very High","High",3,4,"Better",3,2,1,2,6.33333333333333,1.5,39,"Yes"
55,"No","Travel_Frequently",1091,"Research & Development","1","Below College","Life Sciences","Very High","Male",65,"High","Senior","Directors","Medium","Married",10976,15813,4,"No",18,"Excellent","Medium","Few",23,4,"Better",3,2,1,2,6,5.75,11,"Yes"
28,"No","Travel_Rarely",857,"Research & Development","3","Bachelor","Other","High","Female",59,"High","Junior","Research Sci.","High","Single",3660,7909,4,"No",13,"Excellent","Very High","No",10,4,"Best",8,7,1,7,1.625,2.5,38,"Yes"
44,"Yes","Travel_Rarely",1376,"Human Resources","1","College","Medical","Medium","Male",91,"Medium","Senior","H.R.","Low","Married",10482,2326,10,"No",14,"Excellent","Very High","Few",24,1,"Better",20,6,3,6,0.7,2.4,22,"Yes"
33,"No","Travel_Rarely",654,"Research & Development","2","Bachelor","Life Sciences","Very High","Male",34,"Medium","Senior","Representatives","Very High","Divorced",7119,21214,5,"No",15,"Excellent","High","Few",9,2,"Better",3,2,1,2,5,1.8,33,"Yes"
35,"Yes","Travel_Rarely",1204,"Sales","2","Bachelor","Technical Degree","Very High","Male",86,"High","Senior","Sales Executive","Low","Single",9582,10333,1,"Yes",22,"Outstanding","Low","No",9,2,"Better",8,7,4,7,2.75,9,31,"Yes"
